5.977599423699392e+27 637100000.0 1.008 12.011 15.999 18.998 22.99 24.305 26.982 28.085 30.974 32.06 35.45 39.098 40.078 47.867 50.942 51.996 54.938 55.845 58.693 87.62 91.224 137.33
2.914526907330094199e-09 1.071103437450949712e-03 4.997900275388851696e+03 1.308846999999999935e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.475000000000000311e-01 7.499999999999999722e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.331619967112535251e-08 2.142206874901899424e-03 4.995800550777704302e+03 1.308844000000000051e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.475000000000000311e-01 7.499999999999999722e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
7.869204167451571267e-08 3.213310312352848919e-03 4.993700826166555998e+03 1.308838999999999942e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.475000000000000311e-01 7.499999999999999722e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.865287957253538715e-07 4.284413749803798847e-03 4.991601101555408604e+03 1.308831999999999971e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.475000000000000311e-01 7.499999999999999722e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.643127637274857629e-07 5.355517187254747909e-03 4.989501376944260301e+03 1.308821999999999935e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.475000000000000311e-01 7.499999999999999722e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
6.295294437143203983e-07 6.426620624705697837e-03 4.987401652333112906e+03 1.308811000000000058e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.475000000000000311e-01 7.499999999999999722e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
9.996638972688354932e-07 7.497724062156646899e-03 4.985301927721965512e+03 1.308797999999999956e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.475000000000000311e-01 7.499999999999999722e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.492200128249750545e-06 8.568827499607597695e-03 4.983202203110817209e+03 1.308782999999999993e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.475000000000000311e-01 7.499999999999999722e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.124621058296857416e-06 9.639930937058546756e-03 4.981102478499669814e+03 1.308765999999999985e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.475000000000000311e-01 7.499999999999999722e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.914408366502293990e-06 1.071103437450949582e-02 4.979002753888521511e+03 1.308745999999999913e+04 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 3.874999999999999972e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 8.475000000000000311e-01 7.499999999999999722e-02 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
