1.989e+31 7.2795e+9 1.0 4.0 3.0 12.0 13.0 14.0 15.0 16.0 17.0 18.0 20.2 22.99 24.3 26.97 28.1 30.97 32.06 35.45 39.948 39.098 40.08 44.95 47.86 50.94 51.99 54.93 55.845 58.933 58.693
9.730428252030520753e-08 2.890403749382459888e-03 1.088581687830983428e+05 4.960782750841557487e+01 7.597000000000000419e-01 2.401744378857595674e-01 2.556211424046034335e-05 1.759795009913815556e-05 2.122762028019454953e-07 5.213188176029557855e-06 1.276334842355075030e-08 4.318414973609304363e-05 1.738225248591964144e-08 1.038323682941541322e-07 9.505570679078006796e-06 2.458952790691071141e-07 4.730471793343984658e-06 4.171889353595347218e-07 5.220626024761231050e-06 4.788487013451033408e-08 2.601759486339191393e-06 3.458599660227913244e-08 5.237733076844078257e-07 2.699939089597274178e-08 4.488741709564614591e-07 2.897042080986607183e-10 2.235073543867715999e-08 2.668700124924248181e-09 1.303854882662264879e-07 9.527884225273025112e-08 9.044424057714285612e-06 2.509530162066447145e-08 5.343350528833834754e-07
2.365264868409155952e-07 3.886354778994522384e-03 1.088571074226226629e+05 4.960705691479404322e+01 7.597000000000000419e-01 2.401744378857595674e-01 2.556211424046034335e-05 1.759795009913815556e-05 2.122762028019454953e-07 5.213188176029557855e-06 1.276334842355075030e-08 4.318414973609304363e-05 1.738225248591964144e-08 1.038323682941541322e-07 9.505570679078006796e-06 2.458952790691071141e-07 4.730471793343984658e-06 4.171889353595347218e-07 5.220626024761231050e-06 4.788487013451033408e-08 2.601759486339191393e-06 3.458599660227913244e-08 5.237733076844078257e-07 2.699939089597274178e-08 4.488741709564614591e-07 2.897042080986607183e-10 2.235073543867715999e-08 2.668700124924248181e-09 1.303854882662264879e-07 9.527884225273025112e-08 9.044424057714285612e-06 2.509530162066447145e-08 5.343350528833834754e-07
5.201517465636128541e-07 5.053915838437846031e-03 1.088556962275640253e+05 4.960603233129329226e+01 7.597000000000000419e-01 2.401744378857595674e-01 2.556211424046034335e-05 1.759795009913815556e-05 2.122762028019454953e-07 5.213188176029557855e-06 1.276334842355075030e-08 4.318414973609304363e-05 1.738225248591964144e-08 1.038323682941541322e-07 9.505570679078006796e-06 2.458952790691071141e-07 4.730471793343984658e-06 4.171889353595347218e-07 5.220626024761231050e-06 4.788487013451033408e-08 2.601759486339191393e-06 3.458599660227913244e-08 5.237733076844078257e-07 2.699939089597274178e-08 4.488741709564614591e-07 2.897042080986607183e-10 2.235073543867715999e-08 2.668700124924248181e-09 1.303854882662264879e-07 9.527884225273025112e-08 9.044424057714285612e-06 2.509530162066447145e-08 5.343350528833834754e-07
9.389375105195439993e-07 6.153648883112246802e-03 1.088538935622360441e+05 4.960472353945132795e+01 7.597000000000000419e-01 2.401744378857595674e-01 2.556211424046034335e-05 1.759795009913815556e-05 2.122762028019454953e-07 5.213188176029557855e-06 1.276334842355075030e-08 4.318414973609304363e-05 1.738225248591964144e-08 1.038323682941541322e-07 9.505570679078006796e-06 2.458952790691071141e-07 4.730471793343984658e-06 4.171889353595347218e-07 5.220626024761231050e-06 4.788487013451033408e-08 2.601759486339191393e-06 3.458599660227913244e-08 5.237733076844078257e-07 2.699939089597274178e-08 4.488741709564614591e-07 2.897042080986607183e-10 2.235073543867715999e-08 2.668700124924248181e-09 1.303854882662264879e-07 9.527884225273025112e-08 9.044424057714285612e-06 2.509530162066447145e-08 5.343350528833834754e-07
1.391856066179641971e-06 7.016505465576599113e-03 1.088520561977311736e+05 4.960338957318464281e+01 7.597000000000000419e-01 2.401744378857595674e-01 2.556211424046034335e-05 1.759795009913815556e-05 2.122762028019454953e-07 5.213188176029557855e-06 1.276334842355075030e-08 4.318414973609304363e-05 1.738225248591964144e-08 1.038323682941541322e-07 9.505570679078006796e-06 2.458952790691071141e-07 4.730471793343984658e-06 4.171889353595347218e-07 5.220626024761231050e-06 4.788487013451033408e-08 2.601759486339191393e-06 3.458599660227913244e-08 5.237733076844078257e-07 2.699939089597274178e-08 4.488741709564614591e-07 2.897042080986607183e-10 2.235073543867715999e-08 2.668700124924248181e-09 1.303854882662264879e-07 9.527884225273025112e-08 9.044424057714285612e-06 2.509530162066447145e-08 5.343350528833834754e-07
2.511824936490825166e-06 8.542613008728435625e-03 1.088491485480007104e+05 4.960127856597602403e+01 7.597000000000000419e-01 2.401744378857595674e-01 2.556211424046034335e-05 1.759795009913815556e-05 2.122762028019454953e-07 5.213188176029557855e-06 1.276334842355075030e-08 4.318414973609304363e-05 1.738225248591964144e-08 1.038323682941541322e-07 9.505570679078006796e-06 2.458952790691071141e-07 4.730471793343984658e-06 4.171889353595347218e-07 5.220626024761231050e-06 4.788487013451033408e-08 2.601759486339191393e-06 3.458599660227913244e-08 5.237733076844078257e-07 2.699939089597274178e-08 4.488741709564614591e-07 2.897042080986607183e-10 2.235073543867715999e-08 2.668700124924248181e-09 1.303854882662264879e-07 9.527884225273025112e-08 9.044424057714285612e-06 2.509530162066447145e-08 5.343350528833834754e-07
4.532677975288557093e-06 1.040047303037241501e-02 1.088443795038250973e+05 4.959781623019697605e+01 7.597000000000000419e-01 2.401744378857595674e-01 2.556211424046034335e-05 1.759795009913815556e-05 2.122762028019454953e-07 5.213188176029557855e-06 1.276334842355075030e-08 4.318414973609304363e-05 1.738225248591964144e-08 1.038323682941541322e-07 9.505570679078006796e-06 2.458952790691071141e-07 4.730471793343984658e-06 4.171889353595347218e-07 5.220626024761231050e-06 4.788487013451033408e-08 2.601759486339191393e-06 3.458599660227913244e-08 5.237733076844078257e-07 2.699939089597274178e-08 4.488741709564614591e-07 2.897042080986607183e-10 2.235073543867715999e-08 2.668700124924248181e-09 1.303854882662264879e-07 9.527884225273025112e-08 9.044424057714285612e-06 2.509530162066447145e-08 5.343350528833834754e-07
6.718242269165840815e-06 1.185841239197014951e-02 1.088391331454069150e+05 4.959400752055493911e+01 7.597000000000000419e-01 2.401744378857595674e-01 2.556211424046034335e-05 1.759795009913815556e-05 2.122762028019454953e-07 5.213188176029557855e-06 1.276334842355075030e-08 4.318414973609304363e-05 1.738225248591964144e-08 1.038323682941541322e-07 9.505570679078006796e-06 2.458952790691071141e-07 4.730471793343984658e-06 4.171889353595347218e-07 5.220626024761231050e-06 4.788487013451033408e-08 2.601759486339191393e-06 3.458599660227913244e-08 5.237733076844078257e-07 2.699939089597274178e-08 4.488741709564614591e-07 2.897042080986607183e-10 2.235073543867715999e-08 2.668700124924248181e-09 1.303854882662264879e-07 9.527884225273025112e-08 9.044424057714285612e-06 2.509530162066447145e-08 5.343350528833834754e-07
9.957533288362794803e-06 1.352073845485763683e-02 1.088331987193546520e+05 4.958969940574027646e+01 7.597000000000000419e-01 2.401744378857595674e-01 2.556211424046034335e-05 1.759795009913815556e-05 2.122762028019454953e-07 5.213188176029557855e-06 1.276334842355075030e-08 4.318414973609304363e-05 1.738225248591964144e-08 1.038323682941541322e-07 9.505570679078006796e-06 2.458952790691071141e-07 4.730471793343984658e-06 4.171889353595347218e-07 5.220626024761231050e-06 4.788487013451033408e-08 2.601759486339191393e-06 3.458599660227913244e-08 5.237733076844078257e-07 2.699939089597274178e-08 4.488741709564614591e-07 2.897042080986607183e-10 2.235073543867715999e-08 2.668700124924248181e-09 1.303854882662264879e-07 9.527884225273025112e-08 9.044424057714285612e-06 2.509530162066447145e-08 5.343350528833834754e-07
1.475858829724785437e-05 1.541614589501298475e-02 1.088254840848794411e+05 4.958409916227472536e+01 7.597000000000000419e-01 2.401744378857595674e-01 2.556211424046034335e-05 1.759795009913815556e-05 2.122762028019454953e-07 5.213188176029557855e-06 1.276334842355075030e-08 4.318414973609304363e-05 1.738225248591964144e-08 1.038323682941541322e-07 9.505570679078006796e-06 2.458952790691071141e-07 4.730471793343984658e-06 4.171889353595347218e-07 5.220626024761231050e-06 4.788487013451033408e-08 2.601759486339191393e-06 3.458599660227913244e-08 5.237733076844078257e-07 2.699939089597274178e-08 4.488741709564614591e-07 2.897042080986607183e-10 2.235073543867715999e-08 2.668700124924248181e-09 1.303854882662264879e-07 9.527884225273025112e-08 9.044424057714285612e-06 2.509530162066447145e-08 5.343350528833834754e-07
