1.000000000000000056e-01 3.027500000000000191e-01 5.413999999999999924e-01 1.610000000000000103e-03 1.268000000000000030e-02 5.500000000000000331e-04 8.519999999999999796e-03 0.000000000000000000e+00 4.934999999999999803e-02 4.000000000000000327e-05 6.999999999999999387e-05 1.459000000000000054e-02 4.299999999999999894e-04 8.309999999999999679e-03 7.500000000000000156e-04 1.077000000000000006e-02 6.999999999999999387e-05 6.119999999999999572e-03 5.000000000000000240e-05 1.520000000000000084e-03 9.000000000000000567e-05 1.340000000000000045e-03 0.000000000000000000e+00 8.000000000000000654e-05 3.000000000000000076e-05 4.400000000000000157e-04 3.099999999999999999e-04 3.579999999999999849e-02 6.999999999999999387e-05 2.259999999999999856e-03
1.122018454301963591e-01 3.018100000000000227e-01 5.414700000000000069e-01 1.629999999999999939e-03 1.308999999999999921e-02 4.299999999999999894e-04 8.810000000000000123e-03 1.000000000000000082e-05 5.269999999999999685e-02 2.000000000000000164e-05 1.800000000000000113e-04 1.353000000000000036e-02 4.699999999999999859e-04 7.729999999999999892e-03 7.900000000000000121e-04 1.064000000000000015e-02 8.000000000000000654e-05 5.760000000000000363e-03 1.299999999999999886e-04 1.520000000000000084e-03 8.000000000000000654e-05 1.030000000000000100e-03 0.000000000000000000e+00 1.399999999999999877e-04 1.000000000000000082e-05 5.199999999999999544e-04 4.600000000000000139e-04 3.468000000000000249e-02 1.000000000000000048e-04 2.180000000000000080e-03
1.258925411794167559e-01 2.947699999999999765e-01 5.484499999999999931e-01 1.680000000000000070e-03 1.301000000000000073e-02 4.699999999999999859e-04 8.930000000000000437e-03 2.000000000000000164e-05 4.998999999999999971e-02 3.000000000000000076e-05 1.399999999999999877e-04 1.425000000000000051e-02 4.099999999999999912e-04 7.599999999999999985e-03 7.600000000000000418e-04 1.051000000000000024e-02 6.000000000000000152e-05 5.709999999999999798e-03 9.000000000000000567e-05 1.369999999999999907e-03 8.000000000000000654e-05 1.449999999999999900e-03 0.000000000000000000e+00 6.000000000000000152e-05 0.000000000000000000e+00 4.600000000000000139e-04 4.400000000000000157e-04 3.695999999999999980e-02 5.000000000000000240e-05 2.249999999999999830e-03
1.412537544622754770e-01 2.864300000000000179e-01 5.548800000000000399e-01 1.660000000000000017e-03 1.213999999999999975e-02 4.699999999999999859e-04 9.429999999999999147e-03 4.000000000000000327e-05 5.183999999999999719e-02 5.000000000000000240e-05 1.100000000000000039e-04 1.421000000000000041e-02 3.600000000000000227e-04 8.089999999999999969e-03 7.100000000000000191e-04 1.106000000000000039e-02 4.000000000000000327e-05 6.109999999999999980e-03 4.000000000000000327e-05 1.410000000000000012e-03 1.200000000000000030e-04 1.280000000000000105e-03 0.000000000000000000e+00 1.100000000000000039e-04 0.000000000000000000e+00 4.400000000000000157e-04 4.200000000000000174e-04 3.608000000000000096e-02 6.999999999999999387e-05 2.399999999999999790e-03
1.584893192461114264e-01 2.820099999999999829e-01 5.585700000000000109e-01 1.600000000000000077e-03 1.213000000000000016e-02 5.699999999999999772e-04 1.018999999999999941e-02 0.000000000000000000e+00 5.208000000000000129e-02 6.999999999999999387e-05 1.499999999999999869e-04 1.430999999999999980e-02 4.600000000000000139e-04 7.629999999999999630e-03 7.399999999999999894e-04 1.090999999999999956e-02 1.299999999999999886e-04 6.080000000000000335e-03 1.299999999999999886e-04 1.340000000000000045e-03 1.600000000000000131e-04 1.459999999999999926e-03 0.000000000000000000e+00 1.299999999999999886e-04 0.000000000000000000e+00 6.499999999999999702e-04 2.999999999999999737e-04 3.570000000000000256e-02 1.200000000000000030e-04 2.380000000000000171e-03
1.778279410038923758e-01 2.739599999999999813e-01 5.668299999999999450e-01 1.500000000000000031e-03 1.171999999999999952e-02 5.299999999999999807e-04 1.105000000000000079e-02 0.000000000000000000e+00 5.172000000000000208e-02 6.000000000000000152e-05 1.399999999999999877e-04 1.379999999999999977e-02 4.499999999999999877e-04 7.720000000000000299e-03 7.399999999999999894e-04 1.106000000000000039e-02 9.000000000000000567e-05 5.879999999999999810e-03 1.100000000000000039e-04 1.529999999999999893e-03 8.000000000000000654e-05 1.580000000000000024e-03 0.000000000000000000e+00 1.100000000000000039e-04 1.000000000000000082e-05 4.800000000000000122e-04 3.600000000000000227e-04 3.624000000000000138e-02 1.200000000000000030e-04 2.129999999999999949e-03
1.995262314968880846e-01 2.609799999999999898e-01 5.784599999999999742e-01 1.360000000000000098e-03 1.120999999999999948e-02 4.699999999999999859e-04 1.149000000000000021e-02 0.000000000000000000e+00 5.127999999999999919e-02 4.000000000000000327e-05 1.399999999999999877e-04 1.495999999999999934e-02 4.899999999999999842e-04 8.009999999999999759e-03 7.799999999999999859e-04 1.020000000000000073e-02 1.200000000000000030e-04 5.890000000000000270e-03 6.999999999999999387e-05 1.719999999999999958e-03 1.000000000000000048e-04 1.270000000000000078e-03 0.000000000000000000e+00 1.000000000000000048e-04 0.000000000000000000e+00 5.299999999999999807e-04 3.200000000000000262e-04 3.753000000000000086e-02 5.000000000000000240e-05 2.429999999999999868e-03
2.238721138568341151e-01 2.568099999999999827e-01 5.820899999999999963e-01 1.520000000000000084e-03 1.115000000000000019e-02 5.599999999999999509e-04 1.188999999999999953e-02 1.000000000000000082e-05 5.217999999999999722e-02 1.299999999999999886e-04 1.200000000000000030e-04 1.490999999999999964e-02 4.299999999999999894e-04 8.109999999999999154e-03 7.500000000000000156e-04 1.106000000000000039e-02 1.100000000000000039e-04 5.890000000000000270e-03 6.999999999999999387e-05 1.549999999999999946e-03 5.000000000000000240e-05 1.260000000000000052e-03 0.000000000000000000e+00 6.000000000000000152e-05 3.000000000000000076e-05 5.599999999999999509e-04 3.899999999999999929e-04 3.577999999999999931e-02 8.000000000000000654e-05 2.449999999999999921e-03
2.511886431509582351e-01 2.486299999999999899e-01 5.886299999999999866e-01 1.170000000000000033e-03 1.014999999999999930e-02 6.199999999999999999e-04 1.276000000000000051e-02 2.000000000000000164e-05 5.176000000000000045e-02 3.000000000000000076e-05 2.000000000000000096e-04 1.403000000000000080e-02 3.699999999999999947e-04 8.529999999999999388e-03 8.099999999999999561e-04 1.122000000000000081e-02 3.000000000000000076e-05 6.069999999999999875e-03 1.200000000000000030e-04 1.600000000000000077e-03 8.000000000000000654e-05 1.459999999999999926e-03 0.000000000000000000e+00 6.000000000000000152e-05 1.000000000000000082e-05 4.400000000000000157e-04 3.699999999999999947e-04 3.831999999999999990e-02 1.399999999999999877e-04 2.370000000000000145e-03
2.818382931264456492e-01 2.402299999999999991e-01 5.966799999999999882e-01 9.499999999999999981e-04 9.199999999999999845e-03 6.899999999999999667e-04 1.370000000000000037e-02 0.000000000000000000e+00 5.210000000000000048e-02 1.000000000000000048e-04 1.499999999999999869e-04 1.529999999999999936e-02 4.699999999999999859e-04 8.649999999999999703e-03 9.200000000000000278e-04 1.103999999999999947e-02 1.000000000000000048e-04 6.259999999999999939e-03 1.100000000000000039e-04 1.629999999999999939e-03 1.100000000000000039e-04 1.369999999999999907e-03 0.000000000000000000e+00 8.000000000000000654e-05 1.000000000000000082e-05 4.899999999999999842e-04 3.400000000000000244e-04 3.701000000000000123e-02 1.399999999999999877e-04 2.170000000000000054e-03
3.162277660168382742e-01 2.296799999999999953e-01 6.065399999999999681e-01 1.250000000000000026e-03 9.129999999999999227e-03 5.500000000000000331e-04 1.410999999999999928e-02 0.000000000000000000e+00 5.251000000000000112e-02 5.000000000000000240e-05 2.599999999999999772e-04 1.485999999999999995e-02 5.100000000000000366e-04 8.300000000000000086e-03 8.400000000000000348e-04 1.082999999999999935e-02 6.000000000000000152e-05 6.130000000000000032e-03 6.999999999999999387e-05 1.590000000000000050e-03 1.100000000000000039e-04 1.590000000000000050e-03 0.000000000000000000e+00 9.000000000000000567e-05 1.000000000000000082e-05 5.500000000000000331e-04 3.099999999999999999e-04 3.783000000000000251e-02 6.999999999999999387e-05 2.170000000000000054e-03
3.548133892335758599e-01 2.219599999999999906e-01 6.134899999999999798e-01 1.110000000000000092e-03 9.129999999999999227e-03 7.799999999999999859e-04 1.452999999999999951e-02 0.000000000000000000e+00 5.292999999999999788e-02 1.000000000000000048e-04 1.000000000000000048e-04 1.434999999999999991e-02 3.800000000000000209e-04 8.519999999999999796e-03 8.700000000000000051e-04 1.089999999999999997e-02 9.000000000000000567e-05 6.219999999999999835e-03 1.000000000000000048e-04 1.590000000000000050e-03 1.100000000000000039e-04 1.569999999999999998e-03 0.000000000000000000e+00 6.999999999999999387e-05 1.000000000000000082e-05 4.099999999999999912e-04 3.800000000000000209e-04 3.805999999999999661e-02 1.000000000000000048e-04 2.139999999999999975e-03
3.981071705534977578e-01 2.097499999999999920e-01 6.217000000000000304e-01 9.100000000000000016e-04 7.860000000000000667e-03 6.499999999999999702e-04 1.660000000000000017e-02 0.000000000000000000e+00 5.408999999999999919e-02 1.299999999999999886e-04 1.499999999999999869e-04 1.456999999999999962e-02 4.699999999999999859e-04 8.710000000000000728e-03 8.400000000000000348e-04 1.127000000000000050e-02 4.000000000000000327e-05 6.329999999999999689e-03 6.999999999999999387e-05 1.569999999999999998e-03 9.000000000000000567e-05 1.340000000000000045e-03 0.000000000000000000e+00 1.000000000000000048e-04 1.000000000000000082e-05 4.600000000000000139e-04 3.200000000000000262e-04 3.951000000000000345e-02 9.000000000000000567e-05 2.370000000000000145e-03
